Gelöscht,Punktnummer,AC,Kl,Y,X,Erstellt,X [LV95],Y [LV95]
20818,SEE0982,52,4,683532.075,253325.401,SE2600,2683533.016,1253325.241
20825,SWB1318,51,4,686283.569,251070.106,SW2326,2686284.496,1251069.935
20825,SWD1318,52,4,686286.589,251066.746,SW2326,2686287.516,1251066.575
20825,SWF1318,52,4,686291.119,251066.476,SW2326,2686292.046,1251066.305
20825,SWH1318,51,4,686335.717,251082.146,SW2326,2686336.645,1251081.975
20825,SWL1318,51,4,686379.226,251097.377,SW2326,2686380.154,1251097.206
20825,SWM1318,51,4,686376.286,251096.367,SW2326,2686377.214,1251096.196
20825,SWF1319,51,4,686371.746,251096.657,SW2326,2686372.674,1251096.486
20825,SWD1319,51,4,686368.746,251100.047,SW2326,2686369.674,1251099.876
20825,SWB1319,51,4,686367.536,251103.457,SW2326,2686368.464,1251103.286
20825,SWA1319,51,4,686362.706,251101.667,SW2326,2686363.634,1251101.496
20825,SWC1319,51,4,686363.886,251098.277,SW2326,2686364.814,1251098.106
20825,SWE1319,51,4,686363.606,251093.757,SW2326,2686364.534,1251093.586
20825,SWI1318,51,4,686360.246,251090.747,SW2326,2686361.174,1251090.576
20825,SWN0594,51,4,686256.249,251147.524,SW2326,2686257.177,1251147.353
20838,WOC1428,51,4,683137.334,243490.141,WO2538,2683138.207,1243489.973
20838,WOQ5011,53,4,683142.678,243492.395,WO2538,2683143.551,1243492.227
20838,WOF1429,53,4,683157.148,243498.503,WO2538,2683158.021,1243498.335
20838,WOA2634,52,4,683161.214,243500.231,WO2538,2683162.087,1243500.063
20838,WON2627,53,4,683162.138,243500.624,WO2538,2683163.011,1243500.456
20899,HGI2282,52,4,679090.738,251097.965,HG3114,2679091.676,1251097.833
20899,HGK2284,52,4,678089.388,251095.306,HG3114,2678090.323,1251095.192
20899,HGI2284,52,4,679088.058,251092.696,HG3114,2679088.996,1251092.564
20899,HGB2284,52,4,679082.408,251095.596,HG3114,2679083.346,1251095.464
20899,HGC2284,52,4,679083.728,251098.205,HG3114,2679084.666,1251098.073
20899,HGD2284,52,4,679085.078,251100.865,HG3114,2679086.016,1251100.733
20899,HGI2288,52,4,679117.729,251090.405,HG3114,2679118.667,1251090.272
20899,HGH2288,52,4,679116.889,251087.536,HG3114,2679117.827,1251087.403
20899,HGG2288,52,4,679116.079,251084.726,HG3114,2679117.017,1251084.593
20899,HGF2288,52,4,679115.329,251082.156,HG3114,2679116.267,1251082.023
20899,HGE2288,52,4,679114.479,251079.236,HG3114,2679115.417,1251079.103
20899,HGI2287,52,4,679107.569,251078.156,HG3114,2679108.507,1251078.023
20899,HGA2288,52,4,679108.389,251081.006,HG3114,2679109.327,1251080.873
20899,HGB2288,52,4,679109.189,251083.836,HG3114,2679110.127,1251083.703
20899,HGC2288,52,4,679109.949,251086.456,HG3114,2679110.887,1251086.323
20899,HGD2288,52,4,679110.749,251089.256,HG3114,2679111.687,1251089.123
20899,HGL2284,51,4,679092.088,251109.165,HG3114,2679093.026,1251109.033
20899,HGL2283,51,4,679206.142,251106.562,HG3114,2679207.080,1251106.428
20899,HGA2285,51,4,679218.712,251079.003,HG3114,2679219.650,1251078.869
20899,HGF2210,51,4,679244.443,251047.792,HG3114,2679245.381,1251047.657
20899,HGF2114,51,4,679243.913,251045.342,HG3114,2679244.851,1251045.207
20899,HGA2287,51,4,679128.950,251112.624,HG3114,2679129.888,1251112.491
20899,HGB2287,51,4,679129.280,251113.284,HG3114,2679130.218,1251113.151
20899,HGC2287,51,4,679131.560,251112.284,HG3114,2679132.498,1251112.151
20899,HGD2287,52,4,679136.390,251110.164,HG3114,2679137.328,1251110.031
20899,HGE2287,52,4,679146.391,251105.774,HG3114,2679147.329,1251105.641
20899,HGF2286,51,4,679159.591,251099.984,HG3114,2679160.529,1251099.851
20899,HGG2286,51,4,679160.921,251102.584,HG3114,2679161.859,1251102.451
20899,HGH2286,51,4,679163.221,251101.574,HG3114,2679164.159,1251101.441
20899,HGA2286,52,4,679199.092,251087.633,HG3114,2679200.030,1251087.499
20899,HGC2286,51,4,679191.212,251089.234,HG3114,2679192.150,1251089.100
20899,HGI2286,52,4,679168.001,251099.464,HG3114,2679168.939,1251099.331
20899,HGK2283,51,4,679201.932,251104.783,HG3114,2679202.870,1251104.649
20899,HGK2286,52,4,679178.062,251095.034,HG3114,2679179.000,1251094.901
20899,HGM2285,51,4,679194.282,251089.743,HG3114,2679195.220,1251089.609
20899,HGB2286,52,4,679209.102,251083.233,HG3114,2679210.040,1251083.099
20899,HGF2287,52,4,679105.699,251122.794,HG3114,2679106.637,1251122.662
20899,HGG2287,52,4,679115.729,251118.404,HG3114,2679116.667,1251118.272
20899,HGE2286,51,4,679150.011,251081.125,HG3114,2679150.949,1251080.992
20899,HGF2283,51,4,679152.361,251080.205,HG3114,2679153.299,1251080.072
20899,HGB2283,51,4,679119.099,251093.235,HG3114,2679120.037,1251093.102
20899,HGD2286,51,4,679121.450,251092.315,HG3114,2679122.388,1251092.182
20899,HGI2283,51,4,679181.372,251069.915,HG3114,2679182.310,1251069.781
20899,HGK2285,51,4,679180.002,251069.375,HG3114,2679180.940,1251069.241
20899,HGL2285,51,4,679183.262,251068.095,HG3114,2679184.200,1251067.961
20899,HGI2285,51,4,679194.142,251063.834,HG3114,2679195.080,1251063.700
20899,HGE1965,51,4,679236.352,251119.110,HG3114,2679237.290,1251118.976
20899,HGD2210,51,4,679238.722,251114.920,HG3114,2679239.660,1251114.786
20905,RIB1784,51,4,685667.733,245272.170,RI2464,2685668.621,1245271.977
20905,RIE1323,51,4,685670.373,245275.058,RI2464,2685671.261,1245274.865
20905,RIF1323,51,4,685682.471,245290.231,RI2464,2685683.359,1245290.038
20905,RIK6038,51,4,685693.746,245306.303,RI2464,2685694.634,1245306.110
20905,RII6038,51,4,685703.285,245322.730,RI2464,2685704.173,1245322.536
20905,RID6038,51,4,685710.690,245340.177,RI2464,2685711.578,1245339.983
20905,RIE6038,53,4,685708.551,245335.146,RI2464,2685709.439,1245334.952
20905,RIF6038,51,4,685707.577,245335.362,RI2464,2685708.465,1245335.168
20905,RIC6038,51,4,685715.587,245358.868,RI2464,2685716.475,1245358.674
20905,RIO6041,51,4,685719.548,245383.577,RI2464,2685720.436,1245383.383
20905,RIW6046,53,4,685723.817,245403.489,RI2464,2685724.705,1245403.295
20905,RIH6049,52,4,685724.868,245408.395,RI2464,2685725.756,1245408.201
20905,RIG6049,52,4,685729.762,245423.696,RI2464,2685730.650,1245423.502
20905,RIY6046,52,4,685722.844,245403.706,RI2464,2685723.732,1245403.513
20905,RIR6048,52,4,685739.272,245440.722,RI2464,2685740.160,1245440.528
20916,AUD0678,53,4,682040.271,247550.790,AU3509,2682041.166,1247550.630
20916,AUF0676,51,4,682048.820,247558.622,AU3509,2682049.715,1247558.462
20916,AUG0676,51,4,682052.523,247558.424,AU3509,2682053.418,1247558.264
20918,AUE1683,51,4,682047.970,248751.800,AU3509,2682048.876,1248751.645
20918,AUE3351,52,4,681847.148,248873.069,AU3509,2681848.056,1248872.916
20918,AUF3351,52,4,681896.911,248839.530,AU3509,2681897.819,1248839.377
20918,AUF1359,52,4,681723.121,248847.411,AU3509,2681724.029,1248847.259
20918,AUL1359,51,4,681465.955,248834.720,AU3509,2681466.864,1248834.570
20918,AUC3574,52,4,681456.443,248838.365,AU3509,2681457.352,1248838.215
20928,WIC0767,51,4,686806.024,245491.473,WI1125,2686806.911,1245491.276
20928,WIO1357,53,4,686683.530,245650.730,WI1212,2686684.418,1245650.533
20928,WIA0237,51,4,686654.092,245565.766,WI1125,2686654.980,1245565.569
20928,WIO1317,53,4,686661.759,245622.178,WI1212,2686662.647,1245621.981
20928,WIO1343,53,4,686656.780,245617.233,WI1212,2686657.668,1245617.036
20928,WIE0767,51,4,686803.802,245521.172,,2686804.689,1245520.975
20928,WIO1360,51,4,686637.711,245596.411,,2686638.599,1245596.214
20931,HGI7051,52,4,680088.164,250738.748,HG3114,2680089.098,1250738.607
20931,HGH7051,52,4,680082.242,250728.442,HG3114,2680083.176,1250728.301
20931,HGE3132,52,4,680083.309,250727.747,HG3114,2680084.243,1250727.606
20931,HGK7051,52,4,680099.950,250756.584,HG3114,2680100.884,1250756.443
20949,UNP0371,53,4,683118.124,248765.768,UN1943,2683119.026,1248765.607
20949,UNE0374,52,4,683118.646,248764.905,UN1943,2683119.548,1248764.744
20949,UNK0368,52,4,683119.732,248763.101,UN1943,2683120.634,1248762.940
20949,UNC0375,52,4,683122.096,248759.264,UN1943,2683122.998,1248759.103
20949,UNA0373,52,4,683122.245,248759.356,UN1943,2683123.147,1248759.195
20949,UNC0373,52,4,683123.395,248760.042,UN1943,2683124.297,1248759.881
20949,UNB0375,51,4,683130.685,248747.424,UN1943,2683131.587,1248747.263
20966,OBE1541,51,4,683934.079,248472.743,OB2552,2683934.979,1248472.578
20966,OBF2877,51,4,683911.222,248475.249,OB2552,2683912.122,1248475.084
20966,OBC1133,51,4,683935.793,248495.720,OB2552,2683936.693,1248495.555
20966,OBD1133,52,4,683934.261,248494.438,OB2552,2683935.161,1248494.273
20966,OBE1133,52,4,683926.266,248487.754,OB2552,2683927.166,1248487.589
20966,OBA1133,51,4,683946.433,248483.139,OB2552,2683947.333,1248482.974
20966,OB0412,31,2,683934.078,248472.746,OB2552,2683934.978,1248472.581
20989,HOK0185,51,4,685684.319,247134.461,HO2302,2685685.218,1247134.269
20989,HOX3610,51,4,685613.673,247021.482,HO2302,2685614.572,1247021.290
20989,HOA2298,51,4,685571.831,247095.382,HO2302,2685572.730,1247095.191
20989,HOW3610,51,4,685592.134,247064.978,HO2302,2685593.033,1247064.787
20989,HOP2297,53,4,685571.279,247096.214,HO2302,2685572.178,1247096.023
20997,WIG0107,53,4,686701.027,245758.220,WI1125,2686701.916,1245758.023
20997,WIK2142,53,4,686689.078,245784.183,WI1125,2686689.967,1245783.986
20997,WIN2142,53,4,686690.909,245777.749,WI1125,2686691.798,1245777.552
20997,WIO2142,53,4,686692.281,245775.538,WI1125,2686693.170,1245775.341
20997,WIL2142,53,4,686687.691,245781.824,WI1125,2686688.580,1245781.627
20997,WII2142,53,4,686694.635,245788.702,WI1125,2686695.524,1245788.505
20997,WIH2142,53,4,686690.866,245794.939,WI1125,2686691.755,1245794.742
20997,WIG2142,53,4,686686.413,245792.966,WI1125,2686687.302,1245792.769
20997,WIF2142,53,4,686684.594,245792.861,WI1125,2686685.483,1245792.664
20997,WIU2142,53,4,686683.147,245794.060,WI1125,2686684.036,1245793.863
20997,WIV2142,53,4,686679.263,245800.686,WI1125,2686680.152,1245800.490
20997,WIC0604,53,4,686690.932,245774.709,WI1125,2686691.821,1245774.512
20997,WIB0604,53,4,686689.571,245776.940,WI1125,2686690.460,1245776.743
20997,WIM2142,53,4,686688.209,245779.161,WI1125,2686689.098,1245778.964
21007,AUA0024,53,4,681936.019,249162.842,AU3509,2681936.930,1249162.690
21007,AUA2726,51,4,681998.549,249118.082,AU3509,2681999.459,1249117.930
21007,AUB2726,52,4,681968.252,249074.557,AU3509,2681969.162,1249074.405
21007,AUC2809,52,4,681891.321,249011.109,AU3509,2681892.230,1249010.957
21007,AUD1335,53,4,681857.011,249032.686,AU3509,2681857.921,1249032.534
21007,AUD1336,53,4,681866.869,249151.009,AU3509,2681867.780,1249150.858
21007,AUE1336,53,4,681837.855,249109.313,AU3509,2681838.765,1249109.162
21007,AUF0024,51,4,681976.509,249133.431,AU3509,2681977.419,1249133.279
21007,AUG0024,53,4,681977.077,249134.249,AU3509,2681977.987,1249134.097
21007,AUG1351,52,4,681810.419,249063.579,AU3509,2681811.329,1249063.428
21007,AUH0026,53,4,681894.373,249190.533,AU3509,2681895.284,1249190.382
21007,AUI1336,53,4,681849.086,249037.944,AU3509,2681849.996,1249037.792
21007,AUM0021,51,4,681911.010,249180.248,AU3509,2681911.921,1249180.096
21007,AUN0021,53,4,681958.310,249147.315,AU3509,2681959.220,1249147.163
21020,HOB2723,52,4,685193.855,247351.327,HO2302,2685194.757,1247351.143
21020,HOE1895,51,4,685224.957,247331.667,HO2302,2685225.859,1247331.483
21084,SWC2037,51,4,685645.718,250808.019,SW2326,2685646.641,1250807.851
21084,SWB2037,51,4,685642.469,250807.939,SW2326,2685643.392,1250807.771
21084,SWA2037,51,4,685640.379,250807.889,SW2326,2685641.302,1250807.721
21084,SWC0612,51,4,685628.738,250838.720,SW2326,2685629.661,1250838.552
21084,SWE2705,51,4,685615.178,250869.310,SW2326,2685616.101,1250869.142
21084,SWB2706,51,4,685649.575,250884.622,SW2326,2685650.498,1250884.454
21084,SWF0612,51,4,685641.496,250866.832,SW2326,2685642.419,1250866.664
21084,SWC0860,51,4,685665.175,250867.503,SW2326,2685666.098,1250867.335
21084,SWA2038,52,4,685677.255,250808.810,SW2326,2685678.178,1250808.642
21084,SWE1380,52,4,685663.075,250850.762,SW2326,2685663.998,1250850.594
21084,SWB2038,52,4,685700.114,250796.799,SW2326,2685701.037,1250796.630
21084,SWD0610,51,4,685639.829,250804.559,SW2326,2685640.752,1250804.391
21088,OEC5125,53,4,683698.212,251928.750,PVOE,2683699.136,1251928.594
21088,OED5125,53,4,683699.092,251925.749,PVOE,2683700.016,1251925.593
21088,SEH0353,53,4,683719.831,251933.569,PVSE,2683720.755,1251933.413
21088,SEK0353,52,4,683720.261,251935.729,PVSE,2683721.185,1251935.573
21088,SEK6000,53,4,683728.246,251938.760,PVSE,2683729.170,1251938.604
21088,SEL0355,53,4,683718.042,251932.349,PVSE,2683718.966,1251932.193
21088,SEC0354,52,4,683699.449,252024.182,PVSE,2683700.374,1252024.026
21088,SEM0353,52,4,683717.221,251948.739,PVSE,2683718.145,1251948.583
21088,SEH6000,52,4,683742.568,251938.773,PVSE,2683743.492,1251938.617
21088,SEI6000,53,4,683733.163,251937.456,PVSE,2683734.087,1251937.300
21088,SEH0689,52,4,683887.806,251945.866,PVSE,2683888.730,1251945.709
21088,SEM6000,52,4,683864.249,251949.302,PVSE,2683865.173,1251949.145
21088,SEN6000,52,4,683855.466,251948.359,PVSE,2683856.390,1251948.202
21088,SEQ6000,52,4,683846.656,251947.731,PVSE,2683847.580,1251947.574
21088,SEO6046,52,4,683901.395,251946.226,PVSE,2683902.319,1251946.069
21088,SEP6000,52,4,683823.870,251946.549,PVSE,2683824.794,1251946.392
21129,HGA1549,53,4,680579.978,250441.611,HG3114,2680580.906,1250441.469
21129,HGG0679,51,4,680578.108,250439.281,HG3114,2680579.036,1250439.139
21129,HGQ1408,51,4,680563.139,250448.941,HG3114,2680564.068,1250448.799
21149,20366,53,4,680308.905,253035.748,20175,2680309.845,1253035.620
21149,20364,53,4,680367.124,253013.901,20175,2680368.064,1253013.772
21153,SEE0780,51,4,683049.780,252902.338,SE2600,2683050.715,1252902.185
21153,SEF0780,51,4,683052.070,252904.548,SE2600,2683053.005,1252904.395
21153,SEH0780,51,4,683059.770,252910.819,SE2600,2683060.705,1252910.665
21153,SEI0780,51,4,683062.630,252912.989,SE2600,2683063.565,1252912.835
21153,SEL0780,51,4,683067.210,252917.490,SE2600,2683068.145,1252917.336
21153,SEO0780,51,4,683071.650,252922.190,SE2600,2683072.585,1252922.036
21153,SET0823,51,4,683075.500,252926.621,SE2600,2683076.435,1252926.467
21153,SED0780,51,4,683051.490,252896.908,SE2600,2683052.425,1252896.755
21210,HGA0775,52,4,680920.381,250053.985,HG3114,2680921.304,1250053.841
21210,HGB2669,53,4,680914.161,250024.307,HG3114,2680915.084,1250024.163
21210,HGQ0077,51,4,680882.403,250024.845,HG3114,2680883.326,1250024.701
21211,SWD2492,51,4,686656.930,251132.356,SW2326,2686657.857,1251132.184
21211,SWC2640,52,4,686658.220,251146.206,SW2326,2686659.147,1251146.034
21211,SWB2640,52,4,686659.180,251156.546,SW2326,2686660.107,1251156.374
21211,SWD2388,51,4,686662.051,251187.336,SW2326,2686662.979,1251187.164
21211,SWA2387,53,4,686662.141,251188.336,SW2326,2686663.069,1251188.164
21211,SWF2387,53,4,686679.941,251182.757,SW2326,2686680.868,1251182.585
21211,SWA2388,51,4,686616.111,251175.815,SW2326,2686617.039,1251175.643
21211,SWB2387,51,4,686671.231,251190.017,SW2326,2686672.159,1251189.845
21211,SWI2386,51,4,686622.381,251178.665,SW2326,2686623.309,1251178.493
21227,AUI0391,51,4,682272.200,248101.682,AU3509,2682273.100,1248101.523
21227,AUK0391,51,4,682265.895,248092.832,AU3509,2682266.795,1248092.673
21230,AAW3094,52,4,683121.401,246779.341,AA3124,2683122.295,1246779.176
21230,ENA0671,52,4,683120.991,246779.073,EN1575,2683121.885,1246778.908
21230,ENM0670,51,4,683093.710,246761.616,EN1575,2683094.604,1246761.451
21237,AUA2720,52,4,680770.654,248190.126,AU3509,2680771.558,1248189.978
21243,HOL0374,51,4,684440.248,247250.866,HO2302,2684441.151,1247250.695
21243,HOB0383,51,4,684433.490,247257.700,HO2302,2684434.393,1247257.529
21243,HOC0381,53,4,684440.991,247249.946,HO2302,2684441.894,1247249.775
21243,HOP0382,51,4,684440.200,247249.335,HO2302,2684441.103,1247249.164
21288,WPE2382,51,4,682401.916,249282.786,WP2225,2682402.826,1249282.632
21288,WPF2382,53,4,682432.418,249257.475,WP2225,2682433.327,1249257.321
21288,WPK2381,51,4,682427.056,249261.800,WP2225,2682427.966,1249261.646
21288,WPL2381,52,4,682407.790,249277.638,WP2225,2682408.700,1249277.484
21288,WPM2383,52,4,682431.728,249256.755,WP2225,2682432.637,1249256.601
21288,WPE2282,52,4,682403.113,249226.646,WP2225,2682404.022,1249226.492
21288,WPN2383,52,4,682411.035,249234.989,WP2225,2682411.944,1249234.835
21288,WPZ5003,51,4,682374.039,249253.496,WP2225,2682374.949,1249253.342
21290,AAI3046,53,4,682600.007,247174.645,AA3124,2682600.897,1247174.479
21290,AAV3045,52,4,682606.838,247182.965,AA3124,2682607.728,1247182.799
21308,WDD3874,51,4,681968.211,245615.560,PVWD,2681969.097,1245615.403
21308,WDE3874,52,4,681966.474,245611.135,PVWD,2681967.360,1245610.978
21308,WDH0387,51,4,682008.517,245632.351,PVWD,2682009.403,1245632.194
21315,SEC2525,51,4,682753.815,252464.365,PVSE,2682754.744,1252464.217
21315,SEE2525,51,4,682705.364,252450.010,PVSE,2682706.293,1252449.862
21315,SEI0474,51,4,682531.021,252401.252,PVSE,2682531.950,1252401.105
21315,SEA0474,51,4,682451.347,252380.605,PVSE,2682452.276,1252380.459
21315,SEB1474,51,4,682430.039,252374.083,PVSE,2682430.968,1252373.937
21315,SEM2529,51,4,682211.503,252353.001,PVSE,2682212.433,1252352.856
21315,SEA2531,53,4,682211.124,252350.790,PVSE,2682212.054,1252350.645
21315,SEG0522,53,4,682983.689,252488.562,PVSE,2682984.619,1252488.411
21315,AFG0055,51,4,681895.008,252402.208,PVAF,2681895.939,1252402.064
21315,SEA2542,53,4,681913.601,252407.227,PVSE,2681914.532,1252407.083
21315,SER1636,51,4,681914.591,252405.167,PVSE,2681915.522,1252405.023
21315,SEZ6051,51,4,681926.505,252380.333,PVSE,2681927.436,1252380.189
21315,SEE2541,53,4,681958.859,252414.374,PVSE,2681959.790,1252414.230
21315,SEA1636,51,4,681960.299,252411.963,PVSE,2681961.230,1252411.819
21315,SED2541,53,4,682020.349,252441.011,PVSE,2682021.280,1252440.867
21315,SEN1636,51,4,682021.449,252438.591,PVSE,2682022.380,1252438.447
21315,SEA2532,51,4,682035.498,252407.747,PVSE,2682036.429,1252407.603
21315,SEB2532,51,4,682123.494,252436.364,PVSE,2682124.425,1252436.219
21315,SEG2529,51,4,682225.962,252469.193,PVSE,2682226.892,1252469.048
21315,SEC1635,51,4,682219.071,252498.037,PVSE,2682220.001,1252497.892
21315,SEN1634,51,4,682237.700,252500.707,PVSE,2682238.630,1252500.562
21315,SEF2529,51,4,682229.352,252454.121,PVSE,2682230.282,1252453.976
21315,SEL1634,51,4,682250.108,252511.498,PVSE,2682251.038,1252511.353
21315,SEM1634,51,4,682244.589,252504.827,PVSE,2682245.519,1252504.682
21315,SEE2529,51,4,682235.262,252453.141,PVSE,2682236.192,1252452.996
21315,SEF3072,51,4,682231.813,252434.119,PVSE,2682232.743,1252433.974
21315,SEH2529,51,4,682220.153,252403.256,PVSE,2682221.083,1252403.111
21315,SEI2529,51,4,682226.073,252402.485,PVSE,2682227.003,1252402.340
21315,SEB3072,51,4,682219.764,252365.742,PVSE,2682220.694,1252365.597
21315,SEC6052,51,4,682217.693,252353.676,PVSE,2682218.623,1252353.531
21315,SEC3072,51,4,682279.973,252374.241,PVSE,2682280.903,1252374.095
21315,SEE3072,51,4,682269.861,252444.469,PVSE,2682270.791,1252444.324
21315,SED2530,53,4,682270.956,252518.938,PVSE,2682271.886,1252518.793
21315,SEE1634,51,4,682272.627,252512.798,PVSE,2682273.557,1252512.653
21315,SED2529,51,4,682289.780,252449.889,PVSE,2682290.710,1252449.744
21315,SEA2529,51,4,682313.723,252361.409,PVSE,2682314.652,1252361.263
21315,SEE6052,51,4,682314.409,252357.974,PVSE,2682315.338,1252357.828
21315,SEF6052,51,4,682323.305,252358.836,PVSE,2682324.234,1252358.690
21315,SEA2530,51,4,682322.253,252362.709,PVSE,2682323.182,1252362.563
21315,SEC2529,51,4,682298.319,252451.099,PVSE,2682299.249,1252450.954
21315,SEB1634,51,4,682281.226,252515.758,PVSE,2682282.156,1252515.613
21315,SEC2530,53,4,682279.655,252521.709,PVSE,2682280.585,1252521.564
21315,SEA2528,53,4,682378.833,252559.892,PVSE,2682379.763,1252559.747
21315,SEK1633,51,4,682379.454,252557.742,PVSE,2682380.384,1252557.597
21315,SEC2527,51,4,682381.794,252549.671,PVSE,2682382.724,1252549.525
21315,SEE2527,51,4,682399.799,252492.495,PVSE,2682400.729,1252492.349
21315,SEM1473,51,4,682416.454,252434.709,PVSE,2682417.383,1252434.563
21315,SEH1473,51,4,682427.958,252381.324,PVSE,2682428.887,1252381.178
21315,SEF1473,51,4,682434.768,252376.934,PVSE,2682435.697,1252376.788
