parcel,min_x,max_x,min_y,max_y,created_by,created
HG1693,2681137,2681371,1251244,1251404,PVHG,1919-01-01
HG1694,2681126,2681368,1251268,1251409,PVHG,1919-01-01
HG1695,2681363,2681371,1251371,1251406,PVHG,1919-01-01
HG1697,2681365,2681439,1251244,1251294,PVHG,1919-01-01
HG1698,2681435,2681531,1251230,1251292,PVHG,1919-01-01
HG1699,2681363,2681393,1251244,1251321,PVHG,1919-01-01
HG1700,2681377,2681390,1251245,1251254,PVHG,1919-01-01
HG1701,2681365,2681389,1251224,1251242,PVHG,1919-01-01
HG1702,2681389,2681433,1251257,1251310,PVHG,1919-01-01
HG1703,2681389,2681445,1251240,1251288,PVHG,1919-01-01
HG1704,2681388,2681435,1251205,1251242,PVHG,1919-01-01
HG1705,2681436,2681468,1251232,1251285,PVHG,1919-01-01
HG1706,2681429,2681459,1251192,1251237,PVHG,1919-01-01
HG1707,2681459,2681495,1251229,1251268,PVHG,1919-01-01
HG1708,2681446,2681485,1251175,1251229,PVHG,1919-01-01
HG1709,2681486,2681523,1251229,1251250,PVHG,1919-01-01
HG1710,2681461,2681540,1251142,1251228,PVHG,1919-01-01
HG1711,2681492,2681574,1251116,1251222,PVHG,1919-01-01
HG1712,2681538,2681741,1251071,1251224,PVHG,1919-01-01
HG1715,2681245,2681517,1251037,1251261,PVHG,1919-01-01
HG1716,2681207,2681252,1251194,1251256,PVHG,1919-01-01
HG1717,2681136,2681245,1251253,1251275,PVHG,1919-01-01
HG1718,2681191,2681218,1251242,1251252,PVHG,1919-01-01
HG1719,2681116,2681203,1251192,1251265,PVHG,1919-01-01
HG1720,2681065,2681246,1251062,1251240,PVHG,1919-01-01
HG1721,2681035,2681099,1251006,1251070,PVHG,1919-01-01
HG1722,2681184,2681251,1250937,1251252,PVHG,1919-01-01
HG1723,2681205,2681226,1251241,1251250,PVHG,1919-01-01
HG1737,2681176,2681248,1251147,1251196,PVHG,1919-01-01
HG1738,2681248,2681270,1251164,1251191,PVHG,1919-01-01
HG1739,2681163,2681212,1251153,1251187,PVHG,1919-01-01
HG1740,2681161,2681248,1251128,1251173,PVHG,1919-01-01
HG1742,2681181,2681248,1251110,1251147,PVHG,1919-01-01
HG1743,2681165,2681248,1251070,1251125,PVHG,1919-01-01
HG1744,2681149,2681236,1251031,1251093,PVHG,1919-01-01
HG1747,2681090,2681138,1250963,1251010,PVHG,1919-01-01
HG1748,2681173,2681221,1250941,1251046,PVHG,1919-01-01
HG1749,2681245,2681407,1251163,1251199,PVHG,1919-01-01
HG1750,2681249,2681293,1251042,1251188,PVHG,1919-01-01
HG1751,2681281,2681333,1251107,1251186,PVHG,1919-01-01
HG1752,2681321,2681346,1251108,1251179,PVHG,1919-01-01
HG1753,2681330,2681367,1251104,1251178,PVHG,1919-01-01
HG1754,2681330,2681384,1251026,1251176,PVHG,1919-01-01
HG1755,2681364,2681406,1251097,1251172,PVHG,1919-01-01
HG1756,2681263,2681296,1251019,1251110,PVHG,1919-01-01
HG1757,2681292,2681350,1251041,1251113,PVHG,1919-01-01
HG1758,2681352,2681405,1251011,1251090,PVHG,1919-01-01
HG1759,2681372,2681425,1250996,1251064,PVHG,1919-01-01
HG1760,2681209,2681247,1250941,1251099,PVHG,1919-01-01
HG1761,2681223,2681269,1250995,1251165,PVHG,1919-01-01
HG1762,2681212,2681239,1250935,1251001,PVHG,1919-01-01
HG1763,2681239,2681269,1251003,1251049,PVHG,1919-01-01
HG1764,2681223,2681259,1250933,1251006,PVHG,1919-01-01
HG1765,2681258,2681283,1251008,1251025,PVHG,1919-01-01
HG1766,2681237,2681282,1250927,1251016,PVHG,1919-01-01
HG1767,2681282,2681307,1251019,1251054,PVHG,1919-01-01
HG1768,2681303,2681327,1251033,1251053,PVHG,1919-01-01
HG1770,2681223,2681331,1250988,1251043,PVHG,1919-01-01
HG1771,2681299,2681309,1251029,1251053,PVHG,1919-01-01
HG1772,2681294,2681391,1250945,1251026,PVHG,1919-01-01
HG1773,2681274,2681345,1250912,1250985,PVHG,1919-01-01
HG1774,2681261,2681300,1250906,1250928,PVHG,1919-01-01
HG1775,2681290,2681456,1250902,1251063,PVHG,1919-01-01
HG1776,2681378,2681391,1250978,1250996,PVHG,1919-01-01
HG1778,2681347,2681380,1250946,1250980,PVHG,1919-01-01
HG1779,2681351,2681471,1250850,1250977,PVHG,1919-01-01
HG1780,2681446,2681476,1250844,1250905,PVHG,1919-01-01
HG1781,2681337,2681349,1250937,1250949,PVHG,1919-01-01
HG1782,2681341,2681444,1250829,1250944,PVHG,1919-01-01
HG1783,2681445,2681449,1250829,1250847,PVHG,1919-01-01
HG1784,2681324,2681339,1250925,1250939,PVHG,1919-01-01
HG1786,2681312,2681327,1250917,1250928,PVHG,1919-01-01
HG1788,2681291,2681316,1250906,1250920,PVHG,1919-01-01
HG1789,2681298,2681398,1250837,1250915,PVHG,1919-01-01
HG1826,2680916,2681045,1250673,1250823,PVHG,1919-01-01
HG1829,2681179,2681199,1250939,1250948,PVHG,1919-01-01
HG1832,2681194,2681210,1250937,1250944,PVHG,1919-01-01
HG1842,2681124,2681285,1250693,1250735,PVHG,1919-01-01
HG1844,2681007,2681108,1250697,1250778,PVHG,1919-01-01
HG1845,2680963,2681086,1250673,1250738,PVHG,1919-01-01
HG1846,2681093,2681122,1250705,1250726,PVHG,1919-01-01
HG1847,2681106,2681234,1250676,1250713,PVHG,1919-01-01
HG1848,2681087,2681103,1250698,1250710,PVHG,1919-01-01
HG1849,2681088,2681232,1250657,1250704,PVHG,1919-01-01
HG1850,2681079,2681230,1250643,1250696,PVHG,1919-01-01
HG1851,2681079,2681229,1250629,1250682,PVHG,1919-01-01
HG1852,2681080,2681227,1250614,1250659,PVHG,1919-01-01
HG1856,2681198,2681222,1250558,1250564,PVHG,1919-01-01
HG1857,2681221,2681288,1250567,1250707,PVHG,1919-01-01
HG1858,2681234,2681286,1250693,1250710,PVHG,1919-01-01
HG1861,2680202,2680263,1251502,1251609,PVHG,1919-01-01
HG1862,2680202,2680264,1251586,1251632,PVHG,1919-01-01
HG1863,2680185,2680225,1251551,1251606,PVHG,1919-01-01
HG1865,2680188,2680260,1251521,1251585,PVHG,1919-01-01
HG1961,2679660,2679688,1251956,1252001,PVHG,1919-01-01
HG1962,2678918,2678991,1252103,1252223,PVHG,1919-01-01
HG1963,2679166,2679222,1251800,1251845,PVHG,1919-01-01
HG1964,2679182,2679234,1251785,1251840,PVHG,1919-01-01
HG1965,2679142,2679200,1251759,1251816,PVHG,1919-01-01
HG1966,2679112,2679183,1251696,1251796,PVHG,1919-01-01
HG1967,2679106,2679143,1251735,1251777,PVHG,1919-01-01
HG1968,2679098,2679128,1251724,1251756,PVHG,1919-01-01
HG1971,2679654,2679741,1251897,1252036,PVHG,1919-01-01
HG1972,2679641,2679716,1251996,1252086,PVHG,1919-01-01
HG1973,2679622,2679657,1252005,1252052,PVHG,1919-01-01
HG1974,2679656,2679700,1251972,1252033,PVHG,1919-01-01
HG1975,2679681,2679779,1251937,1252031,PVHG,1919-01-01
HG1976,2679677,2679700,1251926,1251954,PVHG,1919-01-01
HG1977,2679700,2679764,1251901,1251992,PVHG,1919-01-01
HG1978,2679696,2679739,1251878,1251934,PVHG,1919-01-01
HG1979,2679573,2679805,1251568,1252397,PVHG,1919-01-01
HG1981,2679974,2680202,1251349,1251614,PVHG,1919-01-01
HG1982,2680185,2680361,1251477,1251887,PVHG,1919-01-01
HG1984,2680212,2680259,1251471,1251525,PVHG,1919-01-01
HG2002,2679206,2679261,1251469,1251505,PVHG,1919-01-01
HG2017,2678570,2678637,1251694,1251729,PVHG,1919-01-01
HG2019,2678641,2678852,1251677,1251785,PVHG,1919-01-01
HG2026,2678615,2678722,1251602,1251695,PVHG,1919-01-01
HG2040,2679027,2679087,1251506,1251537,PVHG,1919-01-01
HG2078,2678784,2678789,1251402,1251409,PVHG,1919-01-01
HG2114,2678796,2678817,1251340,1251367,PVHG,1919-01-01
HG2168,2678466,2678745,1250783,1250899,PVHG,1919-01-01
HG2169,2678191,2678257,1252219,1252538,PVHG,1919-01-01
HG2170,2678129,2678218,1252228,1252493,PVHG,1919-01-01
HG2171,2678213,2678231,1252219,1252263,PVHG,1919-01-01
HG2172,2678156,2678233,1252271,1252509,PVHG,1919-01-01
HG2173,2678220,2678263,1252224,1252340,PVHG,1919-01-01
HG2174,2678185,2678236,1252345,1252512,PVHG,1919-01-01
HG2175,2678235,2678271,1252250,1252352,PVHG,1919-01-01
HG2176,2678192,2678240,1252357,1252516,PVHG,1919-01-01
HG2177,2678238,2678280,1252258,1252364,PVHG,1919-01-01
HG2178,2678199,2678246,1252368,1252521,PVHG,1919-01-01
HG2179,2678241,2678288,1252266,1252385,PVHG,1919-01-01
HG2180,2678208,2678250,1252390,1252529,PVHG,1919-01-01
HG2181,2678247,2678296,1252273,1252405,PVHG,1919-01-01
HG2182,2678222,2678253,1252412,1252536,PVHG,1919-01-01
HG2183,2678252,2678320,1252280,1252437,PVHG,1919-01-01
HG2184,2678238,2678271,1252423,1252541,PVHG,1919-01-01
HG2185,2678247,2678287,1252428,1252550,PVHG,1919-01-01
HG2186,2678261,2678305,1252438,1252561,PVHG,1919-01-01
HG2187,2678278,2678340,1252448,1252580,PVHG,1919-01-01
HG2188,2678261,2678326,1252304,1252438,PVHG,1919-01-01
HG2189,2678287,2678326,1252316,1252444,PVHG,1919-01-01
HG2190,2678297,2678332,1252341,1252457,PVHG,1919-01-01
HG2191,2678328,2678338,1252310,1252365,PVHG,1919-01-01
HG2192,2678316,2678337,1252372,1252466,PVHG,1919-01-01
HG2193,2678317,2678364,1252300,1252570,PVHG,1919-01-01
HG2194,2678329,2678339,1252415,1252468,PVHG,1919-01-01
HG2195,2678309,2678360,1252424,1252586,PVHG,1919-01-01
HG2196,2678332,2678381,1252316,1252442,PVHG,1919-01-01
HG2197,2678317,2678586,1252296,1252592,PVHG,1919-01-01
HG2198,2678466,2678506,1252511,1252619,PVHG,1919-01-01
HG2199,2678319,2678471,1252568,1252646,PVHG,1919-01-01
HG2200,2678333,2678467,1252562,1252622,PVHG,1919-01-01
HG2201,2678337,2678468,1252553,1252615,PVHG,1919-01-01
HG2202,2678343,2678469,1252546,1252607,PVHG,1919-01-01
HG2203,2678347,2678469,1252539,1252596,PVHG,1919-01-01
HG2204,2678462,2678618,1252587,1252644,PVHG,1919-01-01
HG2205,2678469,2678582,1252576,1252629,PVHG,1919-01-01
HG2206,2678570,2678602,1252570,1252591,PVHG,1919-01-01
HG2207,2678470,2678567,1252566,1252606,PVHG,1919-01-01
HG2208,2678560,2678591,1252559,1252576,PVHG,1919-01-01
HG2209,2678351,2678496,1252511,1252589,PVHG,1919-01-01
HG2210,2678471,2678557,1252524,1252598,PVHG,1919-01-01
HG2211,2678513,2678585,1252506,1252566,PVHG,1919-01-01
HG2212,2678355,2678461,1252495,1252559,PVHG,1919-01-01
HG2213,2678461,2678499,1252521,1252544,PVHG,1919-01-01
HG2214,2678499,2678511,1252519,1252529,PVHG,1919-01-01
HG2215,2678507,2678552,1252497,1252523,PVHG,1919-01-01
HG2216,2678358,2678499,1252468,1252544,PVHG,1919-01-01
HG2217,2678501,2678545,1252485,1252517,PVHG,1919-01-01
HG2218,2678356,2678498,1252436,1252518,PVHG,1919-01-01
HG2219,2678490,2678503,1252496,1252511,PVHG,1919-01-01
HG2220,2678356,2678485,1252395,1252494,PVHG,1919-01-01
HG2221,2678445,2678497,1252439,1252499,PVHG,1919-01-01
HG2222,2678356,2678437,1252365,1252435,PVHG,1919-01-01
HG2223,2678385,2678472,1252375,1252449,PVHG,1919-01-01
HG2224,2678351,2678482,1252323,1252422,PVHG,1919-01-01
HG2225,2678328,2678455,1252303,1252356,PVHG,1919-01-01
HG2227,2678096,2678321,1252136,1252300,PVHG,1919-01-01
HG2228,2678062,2678099,1252209,1252324,PVHG,1919-01-01
HG2232,2677727,2677840,1251933,1252152,PVHG,1919-01-01
HG2233,2677729,2677781,1251934,1251983,PVHG,1919-01-01
HG2234,2677789,2678154,1252109,1252242,PVHG,1919-01-01
HG2235,2677935,2677959,1252014,1252134,PVHG,1919-01-01
HG2236,2677926,2678132,1251922,1252133,PVHG,1919-01-01
HG2239,2678184,2678222,1252035,1252077,PVHG,1919-01-01
HG2240,2678086,2678230,1252031,1252060,PVHG,1919-01-01
HG2241,2678124,2678151,1251975,1252040,PVHG,1919-01-01
HG2249,2678190,2678220,1252075,1252119,PVHG,1919-01-01
HG2262,2678228,2678236,1252052,1252062,PVHG,1919-01-01
HG2268,2678456,2678791,1252397,1252607,PVHG,1919-01-01
HG2270,2678552,2678816,1252306,1252418,PVHG,1919-01-01
HG2291,2677697,2677755,1251784,1251885,PVHG,1919-01-01
HG2292,2677712,2677767,1251788,1251892,PVHG,1919-01-01
HG2293,2677687,2677814,1251791,1251946,PVHG,1919-01-01
HG2294,2677787,2677857,1251805,1251932,PVHG,1919-01-01
HG2295,2677841,2677860,1251819,1251913,PVHG,1919-01-01
HG2296,2677844,2677873,1251821,1251913,PVHG,1919-01-01
HG2297,2677861,2677895,1251835,1251917,PVHG,1919-01-01
HG2298,2677883,2677905,1251864,1251917,PVHG,1919-01-01
HG2299,2677893,2677955,1251876,1251937,PVHG,1919-01-01
HG2300,2677950,2677973,1251920,1251939,PVHG,1919-01-01
HG2301,2677970,2677985,1251926,1251944,PVHG,1919-01-01
HG2302,2677851,2677985,1251816,1251930,PVHG,1919-01-01
HG2310,2677861,2677880,1251709,1251817,PVHG,1919-01-01
HG2312,2678182,2678204,1251805,1251885,PVHG,1919-01-01
HG2320,2678343,2678423,1251653,1251754,PVHG,1919-01-01
HG2321,2678390,2678436,1251544,1251762,PVHG,1919-01-01
HG2322,2678396,2678439,1251692,1251755,PVHG,1919-01-01
HG2328,2678428,2678471,1251580,1251669,PVHG,1919-01-01
HG2336,2680308,2680333,1250478,1250519,PVHG,1919-01-01
HG2351,2680150,2680174,1250429,1250455,PVHG,1919-01-01
HG2352,2680162,2680186,1250422,1250449,PVHG,1919-01-01
HG2358,2681304,2681353,1250996,1251040,PVHG,1919-01-01
HG2359,2681255,2681305,1250924,1251031,PVHG,1919-01-01
HG2360,2680015,2680070,1251155,1251205,PVHG,1919-01-01
HG2362,2680031,2680127,1251106,1251156,PVHG,1919-01-01
HG2372,2680032,2680057,1250775,1250807,PVHG,1919-01-01
HG2379,2681117,2681191,1251064,1251155,PVHG,1919-01-01
HG2386,2680030,2680062,1250503,1250534,PVHG,1919-01-01
HG2387,2680045,2680076,1250486,1250520,PVHG,1919-01-01
HG2391,2680303,2680333,1250445,1250476,PVHG,1919-01-01
HG2420,2679162,2679176,1250937,1250951,PVHG,1919-01-01
HG2424,2680351,2680380,1250670,1250693,PVHG,1919-01-01
HG2425,2680348,2680375,1250660,1250680,PVHG,1919-01-01
HG2431,2680174,2680211,1250407,1250443,PVHG,1919-01-01
HG2436,2681015,2681082,1249879,1249907,PVHG,1919-01-01
HG2439,2680317,2680356,1250221,1250263,PVHG,1919-01-01
HG2485,2681010,2681166,1250800,1250941,HG32,1920-08-20
HG2486,2681044,2681177,1250798,1250941,HG32,1920-08-20
HG2488,2680959,2681047,1250673,1250800,HG32,1920-08-20
HG2522,2681417,2681452,1250997,1251026,HG47,1921-08-08
HG2526,2681080,2681098,1250131,1250164,HG48,1921-08-11
HG2567,2678492,2678748,1252308,1252510,HG89,1922-07-03
HG2568,2678741,2678802,1252406,1252479,HG89,1922-07-03
HG2594,2680053,2680143,1251128,1251192,HG112,1923-01-11
HG2600,2681617,2681681,1251242,1251330,HG115,1923-04-12
HG2601,2681678,2681755,1251216,1251295,HG115,1923-04-12
HG2602,2681557,2681601,1251256,1251293,HG116,1923-04-12
HG2603,2681584,2681670,1251204,1251269,HG116,1923-04-12
HG2604,2681660,2681691,1251200,1251223,HG116,1923-04-12
HG2605,2681667,2681803,1251137,1251222,HG117,1923-04-12
HG2606,2681516,2681672,1251348,1251442,HG118,1923-04-12
HG2607,2679928,2680075,1251211,1251353,HG121,1923-04-26
HG2624,2680845,2680879,1250136,1250176,HG126,1923-05-30
HG2626,2681084,2681100,1250066,1250095,HG127,1923-06-05
HG2627,2681097,2681113,1250064,1250094,HG127,1923-06-05
HG2630,2680980,2681001,1250141,1250169,HG130,1923-07-14
HG2635,2681086,2681101,1250093,1250122,HG135,1923-10-09
HG2636,2681098,2681114,1250092,1250121,HG135,1923-10-09
HG2637,2681177,2681199,1250132,1250168,HG136,1923-10-13
HG2643,2680641,2680680,1250434,1250470,HG138,1923-10-31
HG2644,2681195,2681217,1250134,1250170,HG139,1923-11-10
HG2647,2681309,2681655,1251443,1251563,HG140,1923-11-26
HG2650,2681589,2681625,1251442,1251488,HG140,1923-11-26
HG2653,2681133,2681152,1250061,1250091,HG157,1923-12-03
HG2654,2681149,2681165,1250060,1250091,HG157,1923-12-03
HG2655,2681162,2681178,1250059,1250092,HG157,1923-12-03
HG2663,2681128,2681154,1250128,1250166,HG163,1924-01-12
HG2664,2681112,2681134,1250088,1250120,HG164,1924-01-21
HG2665,2681111,2681133,1250063,1250090,HG164,1924-01-21
HG2667,2680393,2680436,1250403,1250463,HG165,1924-02-05
HG2669,2680718,2680750,1250210,1250242,HG166,1924-02-20
HG2670,2680735,2680766,1250198,1250231,HG166,1924-02-20
HG2675,2679151,2679195,1250752,1250794,HG168,1924-04-05
HG2700,2681096,2681115,1250129,1250165,HG176,1924-09-06
HG2701,2681111,2681130,1250128,1250166,HG176,1924-09-06
HG2702,2681134,2681151,1250090,1250119,HG177,1924-09-06
HG2703,2681148,2681165,1250090,1250120,HG177,1924-09-06
HG2704,2681161,2681178,1250091,1250122,HG177,1924-09-06
HG2705,2681174,2681191,1250091,1250123,HG177,1924-09-06
HG2706,2681188,2681205,1250092,1250124,HG177,1924-09-06
HG2707,2681201,2681218,1250092,1250126,HG177,1924-09-06
HG2708,2680875,2680905,1250129,1250163,HG178,1925-04-02
HG2709,2680894,2680922,1250122,1250156,HG178,1925-04-02
HG2717,2679849,2679860,1250694,1250722,HG186,1924-11-29
HG2718,2679859,2679874,1250694,1250720,HG186,1924-11-29
HG2751,2679886,2679912,1250658,1250686,HG186,1924-11-29
HG2752,2679911,2679925,1250656,1250682,HG186,1924-11-29
HG2753,2679923,2679944,1250662,1250678,HG186,1924-11-29
HG2757,2679989,2680001,1250653,1250674,HG186,1924-11-29
HG2758,2679998,2680008,1250656,1250675,HG186,1924-11-29
HG2777,2680922,2680949,1250153,1250188,HG190,1924-12-15
HG2780,2680890,2680916,1250166,1250198,HG195,1925-01-15
HG2781,2680905,2680933,1250159,1250193,HG195,1925-01-15
HG2785,2680662,2680699,1250344,1250381,HG197,1925-02-04
HG2805,2680357,2680389,1250682,1250712,HG202,1925-06-09
HG2808,2680450,2680547,1250636,1250679,HG202,1925-06-09
HG2815,2679608,2679633,1250429,1250457,HG215,1925-06-08
HG2826,2679743,2679750,1250654,1250678,HG217,1925-08-12
HG2834,2679542,2679565,1250800,1250831,HG220,1925-09-05
HG2835,2679554,2679578,1250795,1250828,HG220,1925-09-05
HG2836,2679568,2679592,1250790,1250823,HG220,1925-09-05
HG2837,2679581,2679606,1250785,1250817,HG220,1925-09-05
HG2838,2679595,2679619,1250781,1250812,HG220,1925-09-05
HG2839,2679609,2679631,1250777,1250807,HG220,1925-09-05
HG2843,2680997,2681029,1250102,1250131,HG222,1925-09-22
HG2854,2680912,2680942,1250106,1250150,HG225,1925-11-02
HG2855,2680931,2680963,1250102,1250143,HG225,1925-11-02
HG2869,2680548,2680597,1250377,1250428,HG279,1926-04-07
HG2870,2680555,2680601,1250369,1250414,HG279,1926-04-07
HG2871,2680561,2680606,1250360,1250400,HG279,1926-04-07
HG2872,2680568,2680610,1250351,1250387,HG279,1926-04-07
HG2873,2680575,2680618,1250330,1250376,HG279,1926-04-07
HG2888,2681556,2681592,1251111,1251148,HG284,1926-06-15
HG2892,2680353,2680412,1250703,1250751,HG286,1926-07-26
HG2893,2680396,2680426,1250696,1250734,HG286,1926-07-26
HG2894,2680412,2680442,1250689,1250727,HG286,1926-07-26
HG2895,2680428,2680460,1250678,1250718,HG286,1926-07-26
HG2903,2681419,2681461,1251013,1251054,HG290,1926-09-07
HG2904,2681401,2681440,1250985,1251023,HG290,1926-09-07
HG2905,2681382,2681420,1250955,1251004,HG290,1926-09-07
HG2906,2681423,2681470,1250960,1251005,HG290,1926-09-07
HG2920,2680453,2680477,1250673,1250707,HG322,1926-11-23
HG2921,2680468,2680494,1250668,1250698,HG322,1926-11-23
HG2922,2680064,2680099,1250473,1250512,HG327,1926-12-02
HG2923,2680084,2680119,1250462,1250501,HG327,1926-12-02
HG2928,2680824,2680848,1250152,1250186,HG329,1927-02-10
HG2929,2680835,2680858,1250148,1250181,HG329,1927-02-10
HG2943,2679455,2679488,1250826,1250873,HG331,1927-03-30
HG2944,2679458,2679499,1250824,1250866,HG331,1927-03-30
HG2945,2679457,2679460,1250824,1250827,HG331,1927-03-30
HG2947,2680435,2680471,1250637,1250675,HG332,1927-03-30
HG2948,2680453,2680492,1250624,1250668,HG332,1927-03-30
HG2953,2680020,2680066,1250742,1250774,HG334,1927-03-30
HG2961,2680801,2680825,1250162,1250196,HG337,1924-04-21
HG2962,2680812,2680837,1250157,1250191,HG337,1924-04-21
HG2963,2680836,2680859,1250114,1250146,HG338,1927-04-21
HG2965,2681533,2681579,1251115,1251157,HG339,1927-05-17
HG2966,2681434,2681475,1250999,1251040,HG339,1927-05-17
HG2969,2679478,2679512,1250822,1250860,HG355,1927-06-03
HG2970,2679494,2679525,1250814,1250852,HG355,1927-06-03
HG2971,2679509,2679538,1250807,1250845,HG355,1927-06-03
HG2972,2679523,2679550,1250799,1250839,HG355,1927-06-03
HG2993,2680779,2680802,1250174,1250206,HG373,1927-09-29
HG2994,2680789,2680814,1250169,1250201,HG373,1927-09-29
HG2995,2680701,2680727,1250191,1250221,HG373,1927-09-29
HG2996,2680709,2680736,1250185,1250215,HG373,1927-09-29
HG2997,2680718,2680748,1250176,1250210,HG373,1927-09-29
HG2999,2680738,2680767,1250163,1250195,HG373,1927-09-29
HG3019,2680703,2680731,1250220,1250252,HG379,1927-11-29
HG3021,2680117,2680158,1250612,1250642,HG380,1927-12-01
HG3024,2680752,2680778,1250189,1250220,HG382,1927-12-07
HG3025,2680765,2680792,1250180,1250213,HG382,1927-12-07
HG3029,2680730,2680758,1250170,1250201,HG385,1924-12-31
HG3033,2680290,2680321,1250549,1250584,HG429,1928-01-14
HG3050,2680122,2680155,1250389,1250432,HG438,1928-02-24
HG3051,2680135,2680168,1250383,1250425,HG438,1928-02-24
HG3053,2680405,2680449,1250636,1250684,HG439,1928-03-13
HG3059,2680714,2680744,1250259,1250295,HG441,1928-05-05
HG3060,2680724,2680755,1250252,1250290,HG441,1928-05-05
HG3061,2680733,2680765,1250246,1250284,HG441,1928-05-05
HG3062,2680743,2680785,1250234,1250278,HG441,1928-05-05
HG3063,2680761,2680794,1250227,1250269,HG441,1928-05-05
HG3064,2680772,2680803,1250221,1250264,HG441,1928-05-05
HG3065,2680783,2680812,1250215,1250259,HG441,1928-05-05
HG3069,2680797,2680815,1250165,1250196,HG442,1928-05-09
HG3078,2680277,2680302,1250317,1250355,HG456,1928-05-22
HG3079,2680286,2680313,1250306,1250348,HG456,1928-05-22
HG3080,2680296,2680325,1250298,1250341,HG456,1928-05-22
HG3081,2680307,2680338,1250292,1250335,HG456,1928-05-22
HG3094,2680526,2680561,1250329,1250381,HG464,1928-08-22
HG3095,2680538,2680579,1250307,1250353,HG464,1928-08-22
HG3098,2680747,2680779,1250154,1250189,HG464,1928-08-22
HG3099,2680761,2680788,1250147,1250181,HG464,1928-08-22
HG3100,2680771,2680798,1250142,1250175,HG464,1928-08-22
HG3101,2680780,2680807,1250136,1250169,HG464,1928-08-22
HG3102,2680794,2680817,1250131,1250164,HG464,1928-08-22
HG3103,2680805,2680827,1250127,1250160,HG464,1928-08-22
HG3104,2680816,2680838,1250122,1250155,HG464,1928-08-22
HG3105,2680826,2680848,1250118,1250151,HG464,1928-08-22
HG3108,2680513,2680561,1250269,1250313,HG464,1928-08-22
HG3112,2680601,2680621,1250217,1250245,HG464,1928-08-22
HG3115,2680621,2680650,1250198,1250231,HG464,1928-08-22
HG3118,2680652,2680691,1250158,1250202,HG464,1928-08-22
HG3126,2680992,2681026,1250073,1250106,HG464,1928-08-22
HG3128,2681174,2681191,1250057,1250092,HG464,1928-08-22
HG3129,2681186,2681204,1250055,1250093,HG464,1928-08-22
HG3130,2681199,2681219,1250052,1250093,HG464,1928-08-22
HG3135,2680988,2681023,1250033,1250065,HG464,1928-08-22
HG3143,2680483,2680509,1250661,1250690,HG466,1928-07-03
HG3145,2679644,2679724,1250854,1250917,HG467,1928-07-14
HG3146,2679712,2679726,1250853,1250882,HG467,1928-07-14
HG3158,2680625,2680651,1250276,1250304,HG471,1928-08-28
HG3159,2680637,2680664,1250268,1250296,HG471,1928-08-28
HG3160,2680650,2680676,1250259,1250288,HG471,1928-08-28
HG3161,2680662,2680691,1250248,1250280,HG471,1928-08-28
HG3162,2680676,2680706,1250238,1250270,HG471,1928-08-28
HG3163,2680691,2680718,1250229,1250260,HG471,1928-08-28
HG3164,2680598,2680627,1250264,1250294,HG471,1928-08-28
HG3165,2680612,2680643,1250253,1250284,HG471,1928-08-28
HG3172,2680370,2680409,1250649,1250702,HG477,1928-10-10
HG3173,2680388,2680429,1250639,1250693,HG477,1928-10-10
HG3187,2680666,2680704,1250150,1250192,HG484,1928-12-13
HG3188,2680680,2680716,1250140,1250183,HG484,1928-12-13
HG3194,2680319,2680350,1250286,1250330,HG529,1929-04-19
HG3195,2680332,2680363,1250280,1250324,HG529,1929-04-19
HG3204,2681164,2681181,1250130,1250166,HG533,1929-05-08
HG3231,2679486,2679516,1250665,1250707,HG541,1929-10-01
HG3234,2679558,2679569,1250655,1250696,HG541,1929-10-01
HG3239,2679450,2679478,1250632,1250669,HG541,1929-10-01
HG3240,2679470,2679500,1250626,1250664,HG541,1929-10-01
HG3243,2679542,2679577,1250611,1250650,HG541,1929-10-01
HG3245,2679611,2679640,1250602,1250636,HG541,1929-10-01
HG3249,2679676,2679710,1250632,1250690,HG541,1929-10-01
HG3258,2679683,2679698,1250579,1250625,HG541,1929-10-01
HG3259,2679684,2679723,1250578,1250625,HG541,1929-10-01
HG3268,2679642,2679660,1250581,1250636,HG544,1929-11-16
HG3269,2679654,2679674,1250581,1250633,HG544,1929-11-16
HG3270,2679663,2679697,1250579,1250630,HG544,1929-11-16
HG3271,2681406,2681454,1250935,1250992,HG570,1929-12-24
HG3272,2681434,2681675,1250902,1251163,HG570,1929-12-24
HG3287,2680448,2680486,1250478,1250516,HG598,1930-04-30
HG3288,2680468,2680500,1250469,1250506,HG598,1930-04-30
HG3289,2679693,2679723,1250661,1250688,HG599,1930-04-30
HG3290,2679711,2679749,1250654,1250682,HG599,1930-04-30
HG3291,2679702,2679744,1250625,1250662,HG599,1930-04-30
HG3293,2680432,2680455,1250114,1250142,HG600,1930-05-13
HG3294,2680439,2680464,1250106,1250135,HG600,1930-05-13
HG3295,2680447,2680473,1250097,1250128,HG600,1930-05-13
HG3296,2680455,2680482,1250089,1250122,HG600,1930-05-13
HG3302,2679180,2679213,1250743,1250783,HG602,1930-06-21
HG3316,2679327,2679356,1250668,1250692,HG602,1930-06-21
HG3317,2679351,2679407,1250653,1250687,HG602,1930-06-21
HG3327,2679317,2679402,1250652,1250675,HG616,1930-09-12
HG3341,2678563,2678572,1251725,1251736,HG618,1930-09-22
HG3344,2679493,2679523,1250621,1250659,HG620,1930-10-15
HG3345,2679516,2679545,1250616,1250654,HG620,1930-10-15
